,Animal,File,ID,LBP0,LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9
22,alligator,pic1020_mctwitch.jpg,pic1020,0.065472,0.077504,0.055168,0.06848,0.100224,0.104448,0.052032,0.075456,0.218304,0.182912
23,alligator,pic1021_mcwisp.jpg,pic1021,0.095808,0.100736,0.06752,0.076608,0.10464,0.073216,0.054208,0.090496,0.101568,0.2352
24,alligator,pic1022_ministry.jpg,pic1022,0.083712558,0.086045507,0.040567396,0.054305876,0.056523618,0.090336982,0.043692396,0.092943548,0.223732719,0.228139401
25,alligator,pic1023_115380.jpg,pic1023,0.087713675,0.095432692,0.059481838,0.064850427,0.069257479,0.065491453,0.054594017,0.094017094,0.156730769,0.252430556
26,alligator,pic1024_AlligZydeco02.jpg,pic1024,0.062763661,0.056120246,0.020013287,0.030592925,0.041222388,0.033349942,0.015462548,0.03223717,0.567414051,0.140823783
27,alligator,pic1025_wolf_range_map.gif,pic1025,0.012759857,0.019946237,0.008655914,0.025913978,0.060053763,0.121146953,0.020555556,0.06311828,0.577078853,0.090770609
28,alligator,pic1026_gator-gar.jpg,pic1026,0.119229497,0.106338183,0.037863757,0.043931878,0.060978836,0.051240079,0.041209215,0.109082892,0.132495591,0.297630071
29,alligator,pic1027_range1.gif,pic1027,0.007454745,0.011556662,0.006199372,0.018282981,0.035672219,0.078928335,0.022948008,0.049290172,0.71102145,0.058646057
30,alligator,pic1028_!ytt.gif,pic1028,0.034969512,0.055853659,0.037164634,0.076981707,0.138932927,0.157408537,0.063323171,0.086646341,0.157378049,0.191341463
31,alligator,pic1029_cover_story-10.jpg,pic1029,0.071111111,0.07787037,0.05587963,0.095648148,0.174027778,0.106111111,0.062453704,0.083796296,0.092361111,0.180740741
32,alligator,pic102_PayPalLinks.jpg,pic102,0.013880115,0.022863624,0.011047902,0.027257656,0.091260797,0.103556409,0.019891807,0.028552482,0.630740773,0.050948434
33,alligator,pic1030_cover_story-12.jpg,pic1030,0.077564103,0.09965812,0.054615385,0.07491453,0.130213675,0.085299145,0.056794872,0.095641026,0.10042735,0.224871795
34,alligator,pic1031_AlligatorRiver_map.gif,pic1031,0.01563125,0.02918125,0.01196875,0.0312,0.0744625,0.09695625,0.01980625,0.03424375,0.6165875,0.0699625
35,alligator,pic1032_alligat1.gif,pic1032,0.029555556,0.054088889,0.017066667,0.05,0.088133333,0.189288889,0.0256,0.077822222,0.200755556,0.267688889
36,alligator,pic1033_alligat2.gif,pic1033,0.066088889,0.086755556,0.041422222,0.06,0.082,0.098266667,0.046355556,0.097377778,0.1644,0.257333333
37,alligator,pic1034_CAPF-Belts-Sampler-2002.jpg,pic1034,0.064422612,0.04681712,0.030898408,0.061319398,0.136906679,0.096346318,0.037500288,0.061845708,0.305564503,0.158378966
38,alligator,pic1035_PayPalLinks.jpg,pic1035,0.013880115,0.022863624,0.011047902,0.027257656,0.091260797,0.103556409,0.019891807,0.028552482,0.630740773,0.050948434
39,alligator,pic1036_cg-com-2003.jpg,pic1036,0.025267779,0.034263368,0.018806158,0.040831142,0.106371904,0.13928953,0.028226359,0.041714607,0.481019203,0.08420995
40,alligator,pic1037_email-2004.jpg,pic1037,0.020136114,0.03477358,0.015033592,0.036616351,0.116340633,0.130838496,0.025798796,0.043254515,0.494471687,0.082736236
41,alligator,pic1038_online-brochure-2004.jpg,pic1038,0.01602129,0.027261146,0.012117616,0.031972777,0.096506413,0.136286537,0.02233313,0.034272751,0.554281476,0.068946863
42,alligator,pic1039_online-store-2004.jpg,pic1039,0.015225548,0.024364366,0.011072332,0.028440799,0.096321438,0.099684146,0.021111596,0.03099904,0.617630224,0.05515051
43,alligator,pic103_capf-phone.jpg,pic103,0.02390149,0.035386533,0.013851222,0.030774025,0.105601441,0.137197293,0.027753808,0.047505068,0.490894833,0.087134287
44,alligator,pic1040_thunderstorm2.jpg,pic1040,0.080024242,0.085769697,0.06409697,0.095684848,0.140945455,0.100654545,0.061066667,0.085793939,0.081042424,0.204921212
45,alligator,pic1041_laurenalligator.jpg,pic1041,0.07800578,0.081714836,0.041156069,0.072543353,0.12150289,0.087822736,0.056483622,0.095895954,0.121955684,0.242919075
46,alligator,pic1042_9431.gif,pic1042,0.000675154,0.00163966,0.001253858,0.008198302,0.010271991,0.138816551,0.014154128,0.029538002,0.750626929,0.044825424
47,alligator,pic1043_9432.gif,pic1043,0.00045406,0.00178953,0.000961538,0.007558761,0.009134615,0.158974359,0.011137821,0.026629274,0.736912393,0.04644765
48,alligator,pic1044_9433.gif,pic1044,0.000725539,0.003368574,0.001269693,0.007229478,0.013370647,0.151171227,0.012463723,0.029565713,0.712505182,0.068330224
49,alligator,pic1045_9468.gif,pic1045,0.000997653,0.004782864,0.002934272,0.016754695,0.018573944,0.20129108,0.015991784,0.027347418,0.597535211,0.11379108
50,alligator,pic1046_alligators-box.jpg,pic1046,0.0125,0.017790033,0.007066993,0.012581699,0.031331699,0.072079248,0.014971405,0.019362745,0.765890523,0.046425654
51,alligator,pic1047_gog.jpg,pic1047,0.103528807,0.1056893,0.049063786,0.062705761,0.102047325,0.065709877,0.048590535,0.102376543,0.099485597,0.260802469
52,alligator,pic1048_kotaku_logo.gif,pic1048,0.014471989,0.024890044,0.007186014,0.017204229,0.093329335,0.112455018,0.024356924,0.046759074,0.573970412,0.08537696
53,alligator,pic1049_network_bug.gif,pic1049,0.001217949,0.012115385,0.004038462,0.0225,0.043205128,0.235833333,0.086025641,0.091474359,0.327692308,0.175897436
54,alligator,pic104_cg-capf-2003.jpg,pic104,0.031575307,0.043923269,0.017717236,0.034900285,0.098708361,0.135872096,0.032527257,0.053579745,0.448635766,0.102560678
55,alligator,pic1050_deluxe.jpg,pic1050,0.068935574,0.082605042,0.065896359,0.095154062,0.127352941,0.103305322,0.070420168,0.088963585,0.089985994,0.207380952
56,alligator,pic1051_deluxe2.jpg,pic1051,0.089346667,0.0936,0.065813333,0.077106667,0.095013333,0.08132,0.06624,0.095146667,0.098493333,0.23792
57,alligator,pic1052_TidbitStowawayloggerx.jpg,pic1052,0.118593846,0.104608164,0.05359598,0.049613616,0.075001185,0.052244821,0.05098848,0.100957664,0.11605746,0.278338785
58,alligator,pic1053_aerial.jpg,pic1053,0.101712329,0.107979452,0.067260274,0.066164384,0.076917808,0.065650685,0.056712329,0.102089041,0.100410959,0.25510274
59,alligator,pic1054_aerial2.jpg,pic1054,0.070559187,0.096935367,0.057777778,0.081481481,0.156630356,0.100275962,0.057283951,0.090835149,0.079912854,0.208307916
60,alligator,pic1055_aerial2x.jpg,pic1055,0.064139871,0.091420534,0.053397352,0.079453417,0.144563267,0.110820117,0.054658325,0.091347786,0.101726563,0.208472768
61,alligator,pic1056_aerialx.jpg,pic1056,0.098293666,0.108104626,0.062676017,0.066872826,0.076720599,0.064203803,0.058019033,0.100447291,0.101606936,0.263055203
62,alligator,pic1057_capturedgatorx.jpg,pic1057,0.093512727,0.099600692,0.062679492,0.071373776,0.101489044,0.078327236,0.066820095,0.094181518,0.098381132,0.233634289
63,alligator,pic1058_dataloggingdevice.jpg,pic1058,0.131752306,0.10675315,0.037397385,0.031012466,0.030742205,0.041856694,0.033512381,0.10266545,0.176345394,0.307962569
64,alligator,pic1059_dataloggingdevicex.jpg,pic1059,0.090241546,0.094283414,0.049170692,0.049613527,0.066392915,0.073405797,0.052479871,0.095032206,0.190636071,0.238743961
65,alligator,pic105_cg-com-2003.jpg,pic105,0.025267779,0.034263368,0.018806158,0.040831142,0.106371904,0.13928953,0.028226359,0.041714607,0.481019203,0.08420995
66,alligator,pic1060_gatordrawing.gif,pic1060,0.037430939,0.044530387,0.01961326,0.024917127,0.027955801,0.070359116,0.029281768,0.052762431,0.558176796,0.134972376
67,alligator,pic1061_gatordrawingx.gif,pic1061,0.024819522,0.038084442,0.015213889,0.02125967,0.020891753,0.051488575,0.021349164,0.05059364,0.60281805,0.153481296
68,alligator,pic1062_gatorslyingx.jpg,pic1062,0.093283279,0.09589421,0.061343344,0.065618236,0.087770563,0.076089015,0.061316288,0.097159091,0.115239448,0.246286526
69,alligator,pic1063_implant.jpg,pic1063,0.064387879,0.079854545,0.063563636,0.100945455,0.185987879,0.093842424,0.055127273,0.082739394,0.087612121,0.185939394
70,alligator,pic1064_implantx.jpg,pic1064,0.053234043,0.069914894,0.060948328,0.101550152,0.175282675,0.11406079,0.061477204,0.075179331,0.118778116,0.169574468
71,alligator,pic1065_rangemap.gif,pic1065,0.008765957,0.018666667,0.006439716,0.023375887,0.03622695,0.103801418,0.026609929,0.076992908,0.595574468,0.103546099
72,alligator,pic1066_rangemapx.gif,pic1066,0.006157745,0.008653223,0.003517117,0.011790715,0.020455104,0.068142739,0.018607222,0.045314977,0.752121435,0.065239722
73,alligator,pic1067_tracking.jpg,pic1067,0.060621071,0.085235283,0.061268813,0.100438179,0.167727186,0.128253001,0.059135073,0.078148219,0.078605449,0.180567727
74,alligator,pic1068_trackingx.jpg,pic1068,0.035826243,0.056796277,0.055511205,0.129091299,0.222473179,0.183473198,0.062559629,0.059269067,0.069822232,0.125177671
75,alligator,pic1069_callnow1.gif,pic1069,0.003296296,0.006814815,0.003703704,0.010259259,0.021333333,0.09387037,0.022796296,0.042296296,0.700425926,0.095203704
76,alligator,pic106_domain-name-2004.jpg,pic106,0.018260187,0.026306605,0.013461304,0.031770352,0.096829247,0.129828113,0.022731001,0.033597417,0.55854463,0.068671146
77,alligator,pic1070_hl08740703.jpg,pic1070,0.050957031,0.065117188,0.025273438,0.045449219,0.067734375,0.141484375,0.033496094,0.075019531,0.268476563,0.226992188
78,alligator,pic1071_20040611_130x630_066.gif,pic1071,0.013577534,0.028095238,0.007362637,0.018327228,0.022490842,0.167289377,0.02003663,0.038852259,0.535921856,0.148046398
79,alligator,pic1072_xin_07070122113354866389.jpg,pic1072,0.065691489,0.080614657,0.053309693,0.090041371,0.146926714,0.094444444,0.061465721,0.089243499,0.110165485,0.208096927
80,alligator,pic1073_xin_180701261647623123822.jpg,pic1073,0.084751244,0.090472637,0.061318408,0.089253731,0.140572139,0.099676617,0.055970149,0.083830846,0.08380597,0.210348259
81,alligator,pic1074_xin_290701270852529312393.jpg,pic1074,0.114935065,0.099350649,0.050676407,0.053598485,0.078463203,0.060091991,0.04650974,0.100757576,0.125405844,0.270211039
82,alligator,pic1075_xin_580701251446820132402.jpg,pic1075,0.064758003,0.070426829,0.052057927,0.094817073,0.15665968,0.151629192,0.060556402,0.074790396,0.095836509,0.178467988
83,alligator,pic1076_douglas2.jpg,pic1076,0.081034483,0.091244084,0.062609872,0.086342123,0.139959432,0.093813387,0.055747126,0.088810007,0.087119675,0.213319811
84,alligator,pic1077_pic01.jpg,pic1077,0.073555556,0.090711111,0.065,0.101644444,0.139288889,0.103044444,0.060422222,0.086133333,0.071711111,0.208488889
85,alligator,pic1078_pic02.jpg,pic1078,0.078162162,0.099837838,0.060810811,0.090486486,0.141675676,0.095567568,0.061540541,0.089054054,0.073081081,0.209783784
86,alligator,pic1079_pic03.jpg,pic1079,0.043945946,0.085054054,0.060297297,0.117675676,0.207972973,0.120324324,0.053837838,0.080648649,0.059675676,0.170567568
87,alligator,pic107_email-2004.jpg,pic107,0.020136114,0.03477358,0.015033592,0.036616351,0.116340633,0.130838496,0.025798796,0.043254515,0.494471687,0.082736236
88,alligator,pic1080_pic04.jpg,pic1080,0.062162162,0.092351351,0.051243243,0.078297297,0.115945946,0.127594595,0.077702703,0.095675676,0.097486486,0.201540541
89,alligator,pic1081_7000000097139_03_179x149.jpg,pic1081,0.024071088,0.048479622,0.013947733,0.046979866,0.098121555,0.172621949,0.029057778,0.05027933,0.348805819,0.167635259
90,alligator,pic1082_89.jpg,pic1082,0.077005587,0.090949721,0.063553073,0.09796648,0.124782123,0.07396648,0.047329609,0.09273743,0.102614525,0.229094972
91,alligator,pic1083_a01rage.jpg,pic1083,0.082750511,0.081218667,0.039162592,0.056554435,0.088537476,0.065575292,0.041297889,0.081404345,0.259222009,0.204276784
92,alligator,pic1084_black-alligator-belt.jpg,pic1084,0.024128,0.036224,0.017728,0.035456,0.074048,0.137344,0.024448,0.0448,0.493248,0.112576
93,alligator,pic1085_black-dress-belt.jpg,pic1085,0.013184,0.030336,0.017856,0.049664,0.099392,0.14336,0.026688,0.045184,0.478016,0.09632
94,alligator,pic1086_brown-alligator.belt.jpg,pic1086,0.02912,0.047488,0.018176,0.038592,0.082368,0.124608,0.023616,0.046912,0.463424,0.125696
95,alligator,pic1087_dress-belt-brown.jpg,pic1087,0.018624,0.042752,0.017792,0.03808,0.098688,0.147904,0.0256,0.046784,0.461632,0.102144
96,alligator,pic1088_maral12.jpg,pic1088,0.122394366,0.115246479,0.037746479,0.047394366,0.064471831,0.052077465,0.038274648,0.109190141,0.109366197,0.303838028
97,alligator,pic1089_theme-ssd.jpg,pic1089,0.010507813,0.023710938,0.007929688,0.01328125,0.025703125,0.07671875,0.013554688,0.038242188,0.708671875,0.081679688
98,alligator,pic108_online-brochure-2004.jpg,pic108,0.01602129,0.027261146,0.012117616,0.031972777,0.096506413,0.136286537,0.02233313,0.034272751,0.554281476,0.068946863
99,alligator,pic1090_uranium-mineralisation.jpg,pic1090,0.113764261,0.099907493,0.064330866,0.06165202,0.066585723,0.062095282,0.057180851,0.09759482,0.106074622,0.270814061
100,alligator,pic1091_Arnold_Jeff_Nov2005_pix350.jpg,pic1091,0.084294167,0.088639053,0.055333897,0.074471682,0.129754861,0.091462384,0.054539307,0.09262891,0.095891801,0.232983939
101,alligator,pic1092_alligator_JerryFlynn1.jpg,pic1092,0.113691406,0.102115885,0.051067708,0.052958984,0.063551432,0.056930339,0.055651042,0.10641276,0.117480469,0.280139974
102,alligator,pic1093_alligator_jim_borel_pic2may2004pix300.jpg,pic1093,0.077985816,0.091574468,0.05470922,0.072780142,0.114680851,0.088113475,0.059659574,0.096822695,0.113475177,0.230198582
103,alligator,pic1094_banner_51.jpg,pic1094,0.077494883,0.088227589,0.048931641,0.087605403,0.114400327,0.105493246,0.058174376,0.086565698,0.093368809,0.239738027
104,alligator,pic1095_garrett and gator 01_pix300.jpg,pic1095,0.075895317,0.082355372,0.048002755,0.060633609,0.087451791,0.096322314,0.053650138,0.091060606,0.184077135,0.220550964
105,alligator,pic1096_gator6pix300.jpg,pic1096,0.084424514,0.094349776,0.047384155,0.071958146,0.12961136,0.09284006,0.055067265,0.093139013,0.091046338,0.240179372
106,alligator,pic1097_gator_george_pix300.jpg,pic1097,0.068825526,0.077895451,0.063740665,0.082281059,0.128492872,0.091771894,0.065145961,0.079843856,0.156659878,0.185342838
107,alligator,pic1098_gator_jim_sciarretta_job202_pix500.jpg,pic1098,0.064696409,0.074141458,0.067151251,0.094143634,0.140883569,0.112887922,0.077547334,0.086559304,0.090848749,0.19114037
108,alligator,pic1099_jim_gators_truck_may2004_pix500.jpg,pic1099,0.080770686,0.092751773,0.060231678,0.082104019,0.121966903,0.085621749,0.058212766,0.095172577,0.09149409,0.231673759
109,alligator,pic109_online-store-2004.jpg,pic109,0.015225548,0.024364366,0.011072332,0.028440799,0.096321438,0.099684146,0.021111596,0.03099904,0.617630224,0.05515051
110,alligator,pic10_header.gif,pic10,0.010849294,0.025995464,0.003830645,0.013508065,0.035710685,0.037739415,0.009488407,0.013054435,0.793523185,0.056300403
111,alligator,pic1100_alligator.gif,pic1100,0.000136023,0.000942777,0.000581614,0.002650094,0.002837711,0.038794559,0.010684803,0.025497186,0.881477486,0.036397749
112,alligator,pic1101_title02.gif,pic1101,0.013530113,0.026807327,0.012608837,0.041349037,0.093319845,0.06400159,0.017413924,0.020502908,0.639564291,0.070902128
113,alligator,pic1102_trio.gif,pic1102,0.038742866,0.052527932,0.033940198,0.055039788,0.084277791,0.064102564,0.03424162,0.050920344,0.448898802,0.137308094
114,alligator,pic1103_a13003.jpg,pic1103,0.087381924,0.093970845,0.046110787,0.064489796,0.083836735,0.102122449,0.055720117,0.094542274,0.109364431,0.262460641
115,alligator,pic1104_sm_thumb_1043544443.jpg,pic1104,0.023997559,0.042860879,0.023927824,0.050270223,0.053251395,0.218872036,0.051046025,0.055421897,0.29832636,0.182025802
116,alligator,pic1105_sm_thumb_1043721431.jpg,pic1105,0.036323222,0.058655858,0.039932008,0.0486053,0.081485356,0.168732566,0.044098675,0.060216179,0.294403766,0.167547071
117,alligator,pic1106_sm_thumb_1044761990.jpg,pic1106,0.049851813,0.075845537,0.034667015,0.044874477,0.067686541,0.172498257,0.044691423,0.070711297,0.197201883,0.241971757
118,alligator,pic1107_sm_thumb_1044932222.jpg,pic1107,0.012961994,0.035303347,0.016222106,0.033141562,0.052397141,0.210442817,0.037055439,0.043758717,0.40069735,0.158019526
119,alligator,pic1108_sm_thumb_1044932907.jpg,pic1108,0.014487448,0.040489888,0.015794979,0.033307183,0.057766736,0.223997559,0.039670502,0.055230126,0.332766736,0.186488842
120,alligator,pic1109_sm_thumb_1044933930.jpg,pic1109,0.033080544,0.067346583,0.035425384,0.055944909,0.097498257,0.201874128,0.058516388,0.077022315,0.163938285,0.209353208
121,alligator,pic110_sm-domain-name-2004.jpg,pic110,0.015213332,0.025266556,0.014000524,0.029969462,0.092485821,0.084652299,0.022657709,0.033225722,0.627660763,0.054867813
122,alligator,pic1110_sm_thumb_1044934409.jpg,pic1110,0.029210251,0.057182706,0.033882497,0.056851464,0.099267782,0.204654812,0.050444561,0.065080195,0.199555439,0.203870293
123,alligator,pic1111_sm_thumb_1045006222.jpg,pic1111,0.026202929,0.05443689,0.030901325,0.048997559,0.075967573,0.230657252,0.063947001,0.066091353,0.208080544,0.194717573
124,alligator,pic1112_sm_thumb_1045006751.jpg,pic1112,0.017555788,0.04567643,0.0152894,0.038354254,0.067547071,0.232932357,0.037831241,0.056171548,0.283533821,0.205108089
125,alligator,pic1113_sm_thumb_1045007404.jpg,pic1113,0.028172943,0.055238842,0.031014644,0.050191771,0.086732915,0.231555091,0.061558577,0.063362971,0.200575314,0.191596932
126,alligator,pic1114_sm_thumb_1045007530.jpg,pic1114,0.017486053,0.045632845,0.022498257,0.046766039,0.074633891,0.260765342,0.051464435,0.053138075,0.252240237,0.175374826
127,alligator,pic1115_sm_thumb_1045007912.jpg,pic1115,0.056685844,0.075122036,0.040951883,0.047899233,0.072027545,0.172690028,0.049293933,0.081188982,0.158089261,0.246051255
128,alligator,pic1116_sm_thumb_1045008040.jpg,pic1116,0.022663877,0.059300907,0.026342399,0.048988842,0.075627615,0.227885286,0.054550209,0.06710251,0.20876046,0.208777894
129,alligator,pic1117_sm_thumb_1045008930.jpg,pic1117,0.037003138,0.063580893,0.040489888,0.064156206,0.108498954,0.211793933,0.055944909,0.066117503,0.167390167,0.185024407
130,alligator,pic1118_sm_thumb_1045010113.jpg,pic1118,0.047463389,0.065646792,0.030317294,0.038423989,0.079027197,0.192172245,0.048779637,0.07042364,0.225366109,0.202379707
131,alligator,pic1119_sm_thumb_1045237900.jpg,pic1119,0.05474198,0.06582113,0.045414923,0.062508717,0.094647838,0.177109484,0.059266039,0.069752441,0.163981869,0.206755579
132,alligator,pic111_AlligatorPageBanner.jpg,pic111,0.02578,0.042655,0.023875,0.056085,0.110285,0.160725,0.046105,0.0646,0.33674,0.13315
133,alligator,pic1120_sm_thumb_1045332838.jpg,pic1120,0.036175035,0.059222455,0.027963738,0.041640516,0.066056485,0.177048466,0.043549512,0.067268131,0.269970363,0.2111053
134,alligator,pic1121_sm_thumb_1045332884.jpg,pic1121,0.03473675,0.062055439,0.035861227,0.058516388,0.098805788,0.210529986,0.058743026,0.072306485,0.174877964,0.193566946
135,alligator,pic1122_sm_thumb_1045332923.jpg,pic1122,0.043627964,0.069386332,0.040489888,0.059161437,0.105343445,0.199572873,0.05985007,0.077806834,0.13694212,0.207819038
136,alligator,pic1123_sm_thumb_1045534478.jpg,pic1123,0.007339609,0.030622385,0.010756625,0.029707113,0.055160391,0.229933752,0.036558577,0.043436192,0.421059972,0.135425384
137,alligator,pic1124_sm_thumb_1045534552.jpg,pic1124,0.026743375,0.051664923,0.031555091,0.05150802,0.096059972,0.237142608,0.050191771,0.059762901,0.217398884,0.177972455
138,alligator,pic1125_sm_thumb_1051320405.jpg,pic1125,0.022594142,0.048117155,0.02692643,0.043418759,0.070109833,0.211349372,0.052466876,0.065376569,0.282819038,0.176821827
139,alligator,pic1126_sm_thumb_1051320479.jpg,pic1126,0.024869247,0.050932706,0.027545328,0.046147141,0.075017434,0.225052301,0.059056834,0.065943166,0.234370642,0.191065202
140,alligator,pic1127_sm_thumb_1052578415.jpg,pic1127,0.027118201,0.058716876,0.028504184,0.044342748,0.082548815,0.211052999,0.055151674,0.066527197,0.232766736,0.193270572
141,alligator,pic1128_sm_thumb_1053874657.jpg,pic1128,0.038711646,0.065908298,0.035495119,0.049415969,0.089722803,0.195728731,0.054916318,0.078835425,0.184649582,0.206616109
142,alligator,pic1129_sm_thumb_1064168822.jpg,pic1129,0.032819038,0.037935844,0.013328103,0.026804393,0.049607741,0.167948047,0.0361053,0.059806485,0.41015516,0.165489888
143,alligator,pic112_d052f01.jpg,pic112,0.143763355,0.098691239,0.00380609,0.013822115,0.013688568,0.02086672,0.008413462,0.101395566,0.113348024,0.482204861
144,alligator,pic1130_sm_thumb_1064172262.jpg,pic1130,0.026473152,0.056738145,0.024816946,0.039897141,0.072698745,0.208673291,0.03557357,0.06930788,0.255073222,0.210747908
145,alligator,pic1131_sm_thumb_1072736884.jpg,pic1131,0.030073222,0.053835425,0.020920502,0.034213738,0.066649233,0.183193863,0.036366806,0.062404114,0.320571827,0.191771269
146,alligator,pic1132_sm_thumb_CG1065302243.jpg,pic1132,0.028523782,0.050599381,0.030143078,0.047109435,0.071427881,0.175154679,0.046398879,0.060919374,0.272061098,0.217662413
147,alligator,pic1133_sm_thumb_CG1065304211.jpg,pic1133,0.028523782,0.050599381,0.030143078,0.047109435,0.071427881,0.175154679,0.046398879,0.060919374,0.272061098,0.217662413
148,alligator,pic1134_sm_thumb_CG1072904862.jpg,pic1134,0.03419967,0.053640677,0.034993812,0.068296205,0.110653878,0.182374175,0.05900887,0.058441625,0.264903053,0.133488036
149,alligator,pic1135_sm_thumb_CG1072987742.jpg,pic1135,0.023008354,0.040744703,0.023594132,0.050453341,0.071882641,0.187133252,0.040810921,0.045466585,0.417165852,0.09974022
150,alligator,pic1136_sm_thumb_CG1072995473.jpg,pic1136,0.012436869,0.034392536,0.008747194,0.027602413,0.048141134,0.206593715,0.033164983,0.04708193,0.448758418,0.133080808
151,alligator,pic1137_sm_thumb_CG1073006217.jpg,pic1137,0.014826052,0.032230987,0.014259709,0.023503236,0.040326659,0.117086367,0.032054005,0.048786408,0.583808657,0.093117921
152,alligator,pic1138_sm_thumb_CG1073006279.jpg,pic1138,0.026929012,0.051372354,0.02454806,0.043011464,0.066110009,0.165332892,0.039329806,0.066760362,0.35929784,0.157308201
153,alligator,pic1139_sm_thumb_CG1073881745.jpg,pic1139,0.020356853,0.037753447,0.025547445,0.056706204,0.092437145,0.267447283,0.055160178,0.051596715,0.267391525,0.125603204
154,alligator,pic113_d052f02.jpg,pic113,0.003157649,0.010915328,0.008511357,0.019140808,0.017607464,0.11810645,0.021180935,0.066960341,0.561216799,0.173202869
155,alligator,pic1140_sm_thumb_CG1073950117.jpg,pic1140,0.020356853,0.037753447,0.025547445,0.056706204,0.092437145,0.267447283,0.055160178,0.051596715,0.267391525,0.125603204
156,alligator,pic1141_sm_thumb_CG1084296993.jpg,pic1141,0.012408313,0.026849022,0.019132029,0.04470762,0.079920538,0.194132029,0.040668297,0.036557661,0.461766504,0.083857987
157,alligator,pic1142_sm_thumb_CG1100370383.jpg,pic1142,0.019156274,0.046093159,0.021820673,0.051610922,0.086961451,0.239914021,0.051549509,0.058196334,0.250618859,0.174078798
158,alligator,pic1143_sm_thumb_CG1100384342.jpg,pic1143,0.011362055,0.027759853,0.01322199,0.039159866,0.043816031,0.195229961,0.046397166,0.043107484,0.503713545,0.076232049
