,file,cls,score,box
41,303,4,0.9928508996963501,[0.4622573  0.27050844 0.56669885 0.37235847]
42,303,5,0.9308308959007263,[0.6391218 0.7208079 0.7373058 0.8272863]
43,303,6,0.976986825466156,[0.77122515 0.6905414  0.8731832  0.7937424 ]
44,303,7,0.9885482788085938,[0.8554432  0.6647846  0.95167065 0.7691071 ]
45,303,8,0.9827125072479248,[0.8827417  0.63933295 0.9816543  0.7418225 ]
46,303,9,0.9274116158485413,[0.8735437  0.654182   0.97356737 0.760403  ]
47,303,10,0.9927216172218323,[0.72665805 0.34207532 0.82460636 0.44166043]
48,303,11,0.9540687203407288,[0.7236012  0.7480275  0.8225023  0.84600645]
49,303,12,0.880774199962616,[0.7197473  0.75574225 0.8202594  0.8622045 ]
50,303,13,0.9979894161224365,[0.67421466 0.8119006  0.7783498  0.9159    ]
51,303,14,0.9987585544586182,[0.7735192 0.7928964 0.8722019 0.8902514]
52,303,15,0.9892724752426147,[0.61105025 0.7748548  0.7106205  0.8799217 ]
53,303,16,0.9842926859855652,[0.88327587 0.7009433  0.9832762  0.8012067 ]
54,303,17,0.9976205229759216,[0.5678442  0.46699768 0.66713357 0.5689805 ]
55,303,18,0.9253847599029541,[0.59080875 0.70920247 0.68355274 0.8103211 ]
56,303,19,0.9941055774688721,[0.51025254 0.3060327  0.6086085  0.40855318]
57,304,1,0.9997993111610413,[0.40782112 0.3658936  0.50808096 0.46697623]
58,304,2,0.997952938079834,[0.38148344 0.6654802  0.480794   0.7646616 ]
59,304,3,0.9994502663612366,[0.4972688  0.58742946 0.5956088  0.6947212 ]
60,304,4,0.9589391350746155,[0.46544823 0.25814545 0.567325   0.36110774]
61,304,5,0.9825329780578613,[0.60745007 0.65109384 0.7075805  0.7549591 ]
62,304,6,0.9878169894218445,[0.7533774  0.6646964  0.84774184 0.7697473 ]
63,304,7,0.9890075922012329,[0.8138071  0.6640334  0.9086749  0.77134705]
64,304,8,0.9892367720603943,[0.8346586  0.63609064 0.93358237 0.7391276 ]
65,304,9,0.9378851652145386,[0.8271378  0.6587936  0.92301655 0.76260793]
66,304,10,0.9772250056266785,[0.6789959  0.32953623 0.7783279  0.43098232]
67,304,11,0.9017703533172607,[0.69130725 0.68398803 0.7884347  0.7914525 ]
68,304,12,0.5144815444946289,[0.6841955  0.6720295  0.7879126  0.77296406]
69,304,13,0.9989352822303772,[0.645678   0.75038445 0.7462897  0.8495446 ]
70,304,14,0.9993307590484619,[0.71762174 0.7504774  0.8173514  0.8511626 ]
71,304,15,0.9866515398025513,[0.60148114 0.7112163  0.70217305 0.8113505 ]
72,304,16,0.9940318465232849,[0.83084875 0.7109493  0.93062925 0.8134774 ]
73,304,17,0.997154712677002,[0.5683835  0.45212138 0.66952765 0.55535746]
74,304,18,0.9889272451400757,[0.5750531  0.6596441  0.6722335  0.76146704]
75,304,19,0.9927188158035278,[0.512946   0.28881353 0.6144717  0.3886615 ]
76,305,1,0.9999043941497803,[0.3949734  0.3730443  0.49691704 0.47476396]
77,305,2,0.9938182234764099,[0.3563762  0.6896945  0.45597473 0.78944427]
78,305,3,0.9775891900062561,[0.4509488 0.6197446 0.5518618 0.7268111]
79,305,4,0.8877114653587341,[0.47957718 0.27627647 0.5793726  0.379442  ]
80,305,5,0.9462781548500061,[0.58734375 0.704631   0.6876104  0.8067922 ]
81,305,6,0.9932479858398438,[0.71058005 0.67935467 0.8099522  0.7855276 ]
82,305,7,0.9850550889968872,[0.77964145 0.672692   0.88160396 0.7757105 ]
83,305,8,0.967635452747345,[0.806305  0.6454069 0.903981  0.7456069]
84,305,9,0.9722086191177368,[0.7962341  0.6628002  0.8958585  0.76544636]
85,305,10,0.9850121736526489,[0.6773392  0.3559671  0.7783654  0.46011177]
86,305,11,0.9796255230903625,[0.6624062  0.72008234 0.75970113 0.81966054]
87,305,12,0.9694917798042297,[0.66937697 0.7377252  0.77011484 0.84225523]
88,305,13,0.9988596439361572,[0.6281017  0.79609156 0.7305338  0.8982243 ]
89,305,14,0.9986675977706909,[0.7075753  0.76714176 0.80617267 0.8672557 ]
90,305,15,0.9949618577957153,[0.57452494 0.76560867 0.6761322  0.864585  ]
91,305,16,0.9961326122283936,[0.800618  0.7151419 0.8987604 0.8150603]
92,305,17,0.9973867535591125,[0.55446035 0.47503486 0.65241873 0.5776566 ]
93,305,18,0.926722526550293,[0.5534505 0.6985962 0.6501693 0.7997583]
94,305,19,0.9966884255409241,[0.51407075 0.31870332 0.6155601  0.4221136 ]
95,306,1,0.9999325275421143,[0.403286   0.38396835 0.5035793  0.48499262]
96,306,2,0.9950475692749023,[0.35465303 0.67017114 0.4557223  0.7724193 ]
97,306,3,0.9942401647567749,[0.46907613 0.61525303 0.572123   0.7205385 ]
98,306,4,0.9267144203186035,[0.4638347  0.2652073  0.5599575  0.36651757]
99,306,5,0.9625914096832275,[0.5978523  0.6727025  0.6915414  0.77893645]
100,306,6,0.9945161938667297,[0.7296376 0.6143644 0.8284014 0.7196711]
101,306,7,0.9910148978233337,[0.7936539 0.5951322 0.8906193 0.7012772]
102,306,8,0.9814868569374084,[0.81384784 0.5671632  0.91329515 0.67398965]
103,306,9,0.9446595311164856,[0.80546904 0.5838917  0.9047736  0.6885142 ]
104,306,10,0.988365650177002,[0.6587916  0.30355972 0.756909   0.40439683]
105,306,11,0.9844381213188171,[0.67366743 0.66137946 0.76570857 0.7670003 ]
106,306,12,0.7604568600654602,[0.6742099  0.67552626 0.77376074 0.77818626]
107,306,13,0.9981131553649902,[0.64773935 0.7639783  0.751899   0.8654245 ]
108,306,14,0.9974439144134521,[0.73705924 0.72922015 0.8348438  0.8308209 ]
109,306,15,0.9974728226661682,[0.59125525 0.7443311  0.69067734 0.84717494]
110,306,16,0.9896095991134644,[0.83000135 0.63515675 0.9289239  0.7371248 ]
111,306,17,0.9950278401374817,[0.55439645 0.45959368 0.65515476 0.5647353 ]
112,306,18,0.9519887566566467,[0.57185006 0.68005085 0.6714904  0.7835578 ]
113,306,19,0.9959406852722168,[0.5205627  0.29000732 0.61872447 0.3930859 ]
114,307,1,0.9999749660491943,[0.4063491  0.37925154 0.50852185 0.47942838]
115,307,2,0.9854516386985779,[0.34997076 0.6821262  0.45089376 0.78141254]
116,307,3,0.9978572726249695,[0.45601434 0.6176978  0.5577333  0.72060287]
117,307,4,0.9743930101394653,[0.47209716 0.28476688 0.5744881  0.38460448]
118,307,5,0.9714060425758362,[0.56843245 0.69841033 0.6709168  0.80135924]
119,307,6,0.9706874489784241,[0.6820465 0.6805135 0.7796086 0.7838661]
120,307,7,0.7373820543289185,[0.72509396 0.69005674 0.8215095  0.7935676 ]
121,307,8,0.9913501739501953,[0.7496508  0.66362435 0.8511163  0.7692572 ]
122,307,9,0.9238747358322144,[0.7384825  0.68558913 0.83734715 0.7859482 ]
123,307,10,0.9926624298095703,[0.6844143  0.33119935 0.78479576 0.43272275]
124,307,11,0.9008409976959229,[0.62862563 0.69232094 0.7232023  0.79487294]
125,307,12,0.64841628074646,[0.63359267 0.706853   0.73150027 0.8097924 ]
126,307,13,0.9956961870193481,[0.6058584  0.7799599  0.7107756  0.88203555]
127,307,14,0.9969758987426758,[0.672598   0.75793934 0.7712494  0.8592397 ]
128,307,15,0.9988260865211487,[0.5648448  0.75636166 0.6689239  0.8599849 ]
129,307,16,0.9841057658195496,[0.76541924 0.7394284  0.8649098  0.8378446 ]
130,307,17,0.9918137788772583,[0.5514823  0.48078865 0.65258086 0.5824671 ]
131,307,18,0.7397952675819397,[0.54352444 0.6984391  0.64500374 0.7979389 ]
132,307,19,0.9939720034599304,[0.5217265 0.3185229 0.6215192 0.4200585]
133,308,1,0.9998642206192017,[0.38595232 0.35541782 0.48499393 0.4593954 ]
134,308,2,0.996852457523346,[0.3393678  0.6649995  0.43916243 0.7658137 ]
135,308,3,0.9941068887710571,[0.4529501  0.5971183  0.5549933  0.70216197]
136,308,4,0.995072066783905,[0.46274754 0.26672876 0.5640464  0.36699405]
137,308,5,0.968791663646698,[0.5950319 0.6831129 0.6922959 0.783212 ]
138,308,6,0.972426176071167,[0.7196723  0.6346542  0.8169063  0.73981553]
139,308,7,0.9896878600120544,[0.7877008  0.6192235  0.88798463 0.72311324]
140,308,8,0.9665911793708801,[0.81215346 0.5877694  0.91176796 0.6895562 ]
141,308,9,0.9488523602485657,[0.80589485 0.60927105 0.90369743 0.7096432 ]
142,308,10,0.9877508878707886,[0.67593235 0.3194191  0.7758784  0.4248381 ]
143,308,11,0.9782503247261047,[0.6666945  0.67995954 0.7651287  0.7823892 ]
144,308,12,0.7677444815635681,[0.67370415 0.6979637  0.77330583 0.8029833 ]
145,308,13,0.9992838501930237,[0.6341777  0.76344687 0.73722595 0.8656827 ]
146,308,14,0.9991594552993774,[0.71604717 0.7321057  0.8142135  0.8333289 ]
147,308,15,0.9990279674530029,[0.56781846 0.73048466 0.6730056  0.83477986]
148,308,16,0.9953768253326416,[0.8179248 0.6651385 0.9170121 0.7697552]
149,308,17,0.9947052597999573,[0.5506746  0.45354652 0.64835674 0.5546768 ]
150,308,18,0.9805023074150085,[0.5462238  0.6795689  0.64642406 0.78158355]
151,308,19,0.9958170056343079,[0.5166261  0.29595914 0.6133914  0.39926308]
152,309,1,0.999961256980896,[0.40266475 0.35651866 0.50662625 0.45948538]
153,309,2,0.993451714515686,[0.36369497 0.6581434  0.46655953 0.759141  ]
154,309,3,0.9933727979660034,[0.4790307 0.5752894 0.5776942 0.6799568]
155,309,4,0.993208110332489,[0.4757064  0.2502019  0.57608145 0.349546  ]
156,309,5,0.9900797605514526,[0.6158712  0.63895184 0.7154909  0.74677235]
157,309,6,0.9825614094734192,[0.7503797 0.6341327 0.8461023 0.7403037]
158,309,7,0.9897861480712891,[0.8117228  0.6532742  0.9085818  0.75546193]
159,309,8,0.9865672588348389,[0.8385891  0.62358665 0.9409057  0.7276977 ]
160,309,9,0.8555469512939453,[0.8296537  0.64940214 0.9262643  0.74939936]
161,309,10,0.9506434202194214,[0.71759343 0.29426032 0.8141102  0.39608276]
162,309,11,0.6156107783317566,[0.6854304 0.650152  0.7808687 0.750182 ]
163,309,12,0.8232443332672119,[0.6817878 0.6558994 0.7818894 0.7580227]
164,309,13,0.9977783560752869,[0.6435008  0.73567325 0.7435281  0.8379869 ]
165,309,14,0.9997628331184387,[0.7316796  0.71724045 0.82820934 0.8194222 ]
166,309,15,0.9956738352775574,[0.59460664 0.7106789  0.69547296 0.8137156 ]
167,309,16,0.9945160746574402,[0.8467135  0.7005747  0.9449855  0.80009204]
168,309,17,0.9955599308013916,[0.56195503 0.43213457 0.6624437  0.5374245 ]
169,309,18,0.9849751591682434,[0.5673894  0.64698213 0.66998774 0.748424  ]
170,309,19,0.9920787215232849,[0.51962245 0.28299293 0.6168291  0.38358513]
171,310,1,0.9999276399612427,[0.39024213 0.34912792 0.4908544  0.45374972]
172,310,2,0.9966697096824646,[0.34064323 0.64499855 0.44157577 0.74337584]
173,310,3,0.9987872242927551,[0.4507941  0.58374214 0.5533255  0.68660843]
174,310,4,0.9781544804573059,[0.4578567  0.24249518 0.5598197  0.34450257]
175,310,5,0.9848151206970215,[0.57952714 0.6565582  0.6759826  0.7605109 ]
176,310,6,0.9839286804199219,[0.71177584 0.6326836  0.80769813 0.72924393]
177,310,7,0.9738008975982666,[0.7737146  0.6148047  0.86848694 0.72405744]
178,310,8,0.9927182197570801,[0.7923822  0.58448136 0.89191234 0.6905622 ]
179,310,9,0.9161804914474487,[0.7873337 0.6071998 0.8839079 0.7098199]
180,310,10,0.9918316006660461,[0.6546664  0.3184164  0.75271255 0.42147738]
181,310,11,0.8943017721176147,[0.64816535 0.6648314  0.74487823 0.76832443]
182,310,12,0.8843602538108826,[0.6571266  0.6856786  0.7563531  0.78836113]
183,310,13,0.9976270794868469,[0.6182577  0.7472232  0.71747786 0.8486639 ]
184,310,14,0.9989631175994873,[0.7095077  0.728372   0.8073247  0.82890385]
185,310,15,0.9986169338226318,[0.5665503 0.7214965 0.6647056 0.8230426]
186,310,16,0.9960646033287048,[0.79838324 0.6559518  0.8968641  0.75790685]
187,310,17,0.9966886639595032,[0.53680795 0.44221452 0.63732845 0.545116  ]
188,310,18,0.9767930507659912,[0.54997647 0.65642554 0.6513929  0.7595957 ]
189,310,19,0.9923702478408813,[0.49355826 0.28464413 0.59553176 0.3832354 ]
190,311,1,0.9999068975448608,[0.39537647 0.34601453 0.49667925 0.45179036]
191,311,2,0.9939936995506287,[0.3796864  0.659992   0.47991496 0.7607055 ]
192,311,3,0.9966642260551453,[0.4889941  0.5913343  0.59019876 0.69213974]
193,311,4,0.9887827038764954,[0.45613444 0.2459468  0.56008977 0.34955212]
194,311,5,0.968055784702301,[0.6109493  0.63246965 0.71040374 0.7365552 ]
195,311,6,0.9960711002349854,[0.74326634 0.6108532  0.8417346  0.717814  ]
196,311,7,0.9956343770027161,[0.80876577 0.5933953  0.9103655  0.6981633 ]
197,311,8,0.9814043641090393,[0.8280958  0.5642728  0.92800707 0.67175525]
198,311,9,0.9435453414916992,[0.8224212  0.5838173  0.92236084 0.6851376 ]
199,311,10,0.9936210513114929,[0.6766507  0.2858403  0.77667105 0.3905099 ]
200,311,11,0.9322144389152527,[0.6908032  0.6528066  0.7899266  0.75478166]
201,311,12,0.8414483666419983,[0.6897456  0.66171503 0.78700316 0.7623252 ]
202,311,13,0.999415397644043,[0.6473004  0.72493637 0.7475115  0.8238961 ]
203,311,14,0.9994044303894043,[0.7421106 0.698712  0.8369212 0.801205 ]
204,311,15,0.9954343438148499,[0.5974993 0.685139  0.7017948 0.7902613]
205,311,16,0.9957004189491272,[0.8298406  0.62692046 0.9287896  0.7277808 ]
206,311,17,0.991350531578064,[0.5644193  0.42205253 0.66279715 0.5224654 ]
207,311,18,0.9858399629592896,[0.574182   0.64542127 0.67642754 0.7507178 ]
208,311,19,0.9846786260604858,[0.50053424 0.27691245 0.6000044  0.38133165]
209,312,1,0.027228623628616333,[0.36810794 0.37807384 0.46311072 0.47721243]
210,312,2,0.9926314353942871,[0.39445356 0.6782184  0.49595642 0.7766058 ]
211,312,3,0.9948427081108093,[0.4840416  0.59477985 0.5888711  0.6994923 ]
212,312,4,0.9896129965782166,[0.45302367 0.26505855 0.5532728  0.36347458]
213,312,5,0.9716606736183167,[0.6349438  0.6218115  0.73480946 0.7284454 ]
214,312,6,0.9820459485054016,[0.76396024 0.5765506  0.86346114 0.6798043 ]
215,312,7,0.9478247165679932,[0.8292933  0.54455864 0.92881835 0.649518  ]
216,312,8,0.9815394282341003,[0.8501627  0.5114804  0.95094764 0.619247  ]
217,312,9,0.9292619228363037,[0.84247655 0.5325409  0.9424938  0.63773215]
218,312,10,0.9703618288040161,[0.6862592  0.27483496 0.7821625  0.37520024]
219,312,11,0.960033118724823,[0.7156614  0.62682843 0.81382287 0.73043054]
220,312,12,0.8728407621383667,[0.71461284 0.6348989  0.8145774  0.7338675 ]
221,312,13,0.9990943670272827,[0.6852553  0.70412993 0.7902033  0.80687207]
222,312,14,0.9990615248680115,[0.77874714 0.6703331  0.8766201  0.77303106]
223,312,15,0.9987581968307495,[0.6277106  0.6862699  0.73034436 0.78888   ]
224,312,16,0.9904819130897522,[0.86110926 0.58091307 0.9605495  0.6824474 ]
225,312,17,0.9546921849250793,[0.56054157 0.42484733 0.66169375 0.5264472 ]
226,312,18,0.9469805955886841,[0.5954928  0.62931573 0.69404036 0.72973526]
227,312,19,0.9948444366455078,[0.50594807 0.28904912 0.60370237 0.38831905]
228,313,1,0.9998956918716431,[0.37956184 0.3377901  0.4788257  0.4391742 ]
229,313,2,0.9962043166160583,[0.3633785  0.6561276  0.46113715 0.7569353 ]
230,313,3,0.9977402687072754,[0.46612617 0.5940938  0.5662592  0.69786584]
231,313,4,0.9688818454742432,[0.4434448  0.25784364 0.5419291  0.36298823]
232,313,5,0.8651218414306641,[0.6167718  0.62142205 0.7137022  0.72466534]
233,313,6,0.9869123697280884,[0.7326296  0.55649346 0.8377126  0.6594317 ]
234,313,7,0.9941442608833313,[0.81537175 0.53138995 0.91384    0.63371456]
235,313,8,0.9640956521034241,[0.82993734 0.5013453  0.9283155  0.6143349 ]
236,313,9,0.9108514189720154,[0.8260515 0.5243659 0.9263061 0.6279286]
237,313,10,0.9830544590950012,[0.6533178  0.28185815 0.7515154  0.38370165]
238,313,11,0.7149949073791504,[0.68616587 0.6120001  0.78105205 0.7141879 ]
239,313,12,0.6734025478363037,[0.68908125 0.6239138  0.7902713  0.72621536]
240,313,13,0.9941251277923584,[0.65929055 0.6844976  0.7601882  0.78489196]
241,313,14,0.9987084865570068,[0.73298085 0.6506346  0.8321     0.7529088 ]
242,313,15,0.9779941439628601,[0.5985393 0.6785176 0.6980469 0.7798813]
243,313,16,0.9919770359992981,[0.8321018  0.57981014 0.93299717 0.68099076]
244,313,17,0.9982516169548035,[0.5506441  0.40886036 0.65232694 0.5121821 ]
245,313,18,0.9782917499542236,[0.5695388  0.63137734 0.6746838  0.7301737 ]
246,313,19,0.9925600290298462,[0.4874936  0.27442905 0.5902477  0.37711632]
247,314,1,0.9999210834503174,[0.39190203 0.35657227 0.48876038 0.46049723]
248,314,2,0.9940539002418518,[0.36129782 0.6387183  0.46178555 0.7424055 ]
249,314,3,0.9991303086280823,[0.4648397  0.5828454  0.56389403 0.6861532 ]
250,314,4,0.9540517926216125,[0.47425535 0.26869935 0.57635504 0.36889115]
251,314,5,0.8802234530448914,[0.5708947  0.6447225  0.6721488  0.74712557]
252,314,6,0.9815062284469604,[0.67334306 0.6256974  0.7735713  0.7283324 ]
253,314,7,0.9554120898246765,[0.7290144  0.621541   0.8301654  0.72740877]
254,314,8,0.9873910546302795,[0.75494283 0.5936693  0.85442394 0.69885534]
255,314,9,0.9099525809288025,[0.7434635 0.6126203 0.8451097 0.7159263]
256,314,10,0.9779449105262756,[0.65832376 0.32840958 0.75808644 0.43545696]
257,314,11,0.9735459089279175,[0.62632036 0.6521244  0.7216208  0.754189  ]
258,314,12,0.28016167879104614,[0.6353742  0.67240244 0.7339011  0.78003377]
259,314,13,0.995898425579071,[0.60282034 0.7285175  0.70587915 0.83060485]
260,314,14,0.9978025555610657,[0.67568284 0.70357054 0.7739901  0.8048333 ]
261,314,15,0.9990772008895874,[0.5610988  0.70139796 0.6621874  0.80283475]
262,314,16,0.9961026906967163,[0.75441915 0.6566352  0.8548965  0.7590792 ]
263,314,17,0.9977426528930664,[0.54704636 0.46106163 0.64496976 0.56239516]
264,314,18,0.9596826434135437,[0.5478408  0.6497453  0.64641476 0.7487845 ]
265,314,19,0.9972894191741943,[0.5016477  0.3086291  0.59788686 0.41235247]
266,315,1,0.9999442100524902,[0.3534247  0.4389911  0.45318484 0.540464  ]
267,315,2,0.9705361723899841,[0.30792263 0.7300251  0.40539548 0.82832295]
268,315,3,0.9990372657775879,[0.42582202 0.6748704  0.52678335 0.77832556]
269,315,4,0.9852585792541504,[0.44741535 0.33611265 0.54785717 0.4411074 ]
270,315,5,0.9551344513893127,[0.55783    0.73954624 0.6562696  0.8437075 ]
271,315,6,0.9868860244750977,[0.6932981  0.7068488  0.79438084 0.8102069 ]
272,315,7,0.7556931972503662,[0.7642109  0.7119742  0.86236066 0.81605697]
273,315,8,0.9948728680610657,[0.782548   0.6902436  0.88615054 0.7957565 ]
274,315,9,0.8150208592414856,[0.7724485  0.7083996  0.87319964 0.81085867]
275,315,10,0.9869689345359802,[0.6705031  0.37918478 0.7697701  0.4806301 ]
276,315,11,0.9469296932220459,[0.6367379  0.7378637  0.73477274 0.8406149 ]
277,315,12,0.5238293409347534,[0.6365387  0.74780524 0.73395306 0.85266465]
278,315,13,0.9983094930648804,[0.59893763 0.81983596 0.69981337 0.9226087 ]
279,315,14,0.9992462396621704,[0.68058366 0.7944228  0.7792659  0.8959427 ]
280,315,15,0.9456169009208679,[0.5382347  0.79032624 0.6366533  0.889334  ]
281,315,16,0.994976282119751,[0.78104573 0.759571   0.88048005 0.86073154]
282,315,17,0.9927722811698914,[0.5159133  0.52456695 0.61762154 0.626474  ]
283,315,18,0.8970492482185364,[0.516579   0.74082065 0.6188011  0.84684867]
284,315,19,0.997515082359314,[0.49770585 0.36785224 0.5953997  0.46936935]
285,316,1,0.9999057054519653,[0.36207023 0.39440647 0.46357325 0.49818814]
286,316,2,0.9900214076042175,[0.34150648 0.71768874 0.4425523  0.82053024]
287,316,3,0.974139928817749,[0.46633804 0.63355595 0.5672187  0.74589133]
288,316,4,0.9827757477760315,[0.4546075  0.27573097 0.5548254  0.3739927 ]
289,316,5,0.9365869164466858,[0.6105697  0.70587134 0.7096963  0.8139882 ]
290,316,6,0.9926173090934753,[0.74517846 0.67047054 0.8448029  0.77204627]
291,316,7,0.9881624579429626,[0.8198096 0.6502981 0.9175812 0.7595425]
292,316,8,0.9882684946060181,[0.83916014 0.6224376  0.9395521  0.7266748 ]
293,316,9,0.9109304547309875,[0.8339696  0.6443147  0.93128014 0.7482743 ]
294,316,10,0.9935896396636963,[0.7058047  0.3122193  0.80436176 0.41590816]
295,316,11,0.9465981721878052,[0.69074214 0.7197432  0.7899602  0.8210337 ]
296,316,12,0.9216339588165283,[0.68901646 0.7252769  0.79045475 0.82717615]
297,316,13,0.9984073042869568,[0.65642697 0.8016088  0.7586776  0.9022974 ]
298,316,14,0.9995762705802917,[0.7444524  0.7720864  0.84596914 0.8732599 ]
299,316,15,0.9948452711105347,[0.59832835 0.77431756 0.6993992  0.87823343]
300,316,16,0.9949575066566467,[0.8373481 0.7000818 0.9357771 0.8039955]
301,316,17,0.9832877516746521,[0.54354554 0.47218508 0.64298856 0.57631534]
302,316,18,0.851544976234436,[0.5734103  0.7156094  0.670656   0.81744456]
303,316,19,0.9958187937736511,[0.5182315 0.297159  0.6203201 0.3990646]
304,317,1,0.9994791150093079,[0.39311218 0.383331   0.4976376  0.48409933]
305,317,2,0.9975996613502502,[0.352148   0.6729973  0.45138624 0.7735733 ]
306,317,3,0.9981756210327148,[0.4496753 0.6170183 0.5518625 0.7212691]
307,317,4,0.977971613407135,[0.46374372 0.28270796 0.5642792  0.38384625]
308,317,5,0.9485535025596619,[0.56394386 0.67112523 0.66462076 0.7742299 ]
309,317,6,0.9864940643310547,[0.681376   0.65704125 0.77869654 0.758163  ]
310,317,7,0.9924702644348145,[0.7419842  0.6576532  0.8394843  0.76063347]
311,317,8,0.9917974472045898,[0.7640895  0.63595974 0.86585337 0.7365962 ]
312,317,9,0.25360772013664246,[0.75669605 0.64931893 0.85679275 0.75316423]
313,317,10,0.9895836710929871,[0.6539262  0.34951866 0.75448084 0.45340985]
314,317,11,0.9872876405715942,[0.6282565 0.6752667 0.7232334 0.774448 ]
315,317,12,0.6579446196556091,[0.6308719 0.7023344 0.7289957 0.8083588]
316,317,13,0.9964184761047363,[0.585176   0.75026774 0.6860037  0.8496111 ]
317,317,14,0.9992257356643677,[0.66465485 0.7302402  0.7647005  0.83204025]
318,317,15,0.9982544779777527,[0.54277474 0.71657646 0.64777106 0.82112145]
319,317,16,0.9962142109870911,[0.7653215  0.69085443 0.8646275  0.7921576 ]
320,317,17,0.9890746474266052,[0.54971236 0.47203228 0.6485985  0.57490134]
321,317,18,0.9733202457427979,[0.5303349  0.6805354  0.63173443 0.78384775]
322,317,19,0.9965593218803406,[0.51181936 0.31315157 0.61186296 0.41583058]
323,318,1,0.999855637550354,[0.36956745 0.3527542  0.47207355 0.45437273]
324,318,2,0.9972471594810486,[0.38898903 0.67083967 0.4887194  0.77311575]
325,318,3,0.9967297315597534,[0.48222637 0.5860394  0.5797644  0.69220775]
326,318,4,0.9447029829025269,[0.42794594 0.22767721 0.53180325 0.32871765]
327,318,5,0.9819563031196594,[0.59262127 0.62809676 0.69338995 0.7294462 ]
328,318,6,0.858759343624115,[0.70590717 0.58099693 0.8050014  0.6853108 ]
329,318,7,0.6611146330833435,[0.7786063 0.520873  0.8695206 0.6283194]
330,318,8,0.9876636862754822,[0.7851658  0.48801088 0.88052154 0.59162724]
331,318,9,0.6891600489616394,[0.7847613  0.51369673 0.8736856  0.62134063]
332,318,10,0.9385870695114136,[0.6278635  0.2989276  0.7271635  0.40260065]
333,318,11,0.9443134069442749,[0.6670726 0.6412325 0.7640784 0.7385383]
334,318,12,0.9434447884559631,[0.67644006 0.6691452  0.7758285  0.7710551 ]
