filename,width,height,class,xmin,ymin,xmax,ymax
013.jpg,645,800,8,378,627,444,707
013.jpg,645,800,9,388,620,454,700
013.jpg,645,800,10,188,508,254,588
013.jpg,645,800,11,402,525,468,605
013.jpg,645,800,12,395,531,461,611
013.jpg,645,800,13,438,512,504,592
013.jpg,645,800,14,442,555,508,635
013.jpg,645,800,15,428,475,494,555
013.jpg,645,800,16,419,641,485,721
013.jpg,645,800,17,266,435,332,515
013.jpg,645,800,18,400,462,466,542
013.jpg,645,800,19,168,375,234,455
014.jpg,645,800,1,215,309,281,389
014.jpg,645,800,2,417,291,483,371
014.jpg,645,800,3,368,371,434,451
014.jpg,645,800,4,158,363,224,443
014.jpg,645,800,5,406,475,472,555
014.jpg,645,800,6,385,583,451,663
014.jpg,645,800,7,382,632,448,712
014.jpg,645,800,8,366,648,432,728
014.jpg,645,800,9,376,643,442,723
014.jpg,645,800,10,196,511,262,591
014.jpg,645,800,11,410,531,476,611
014.jpg,645,800,12,415,531,481,611
014.jpg,645,800,13,465,504,531,584
014.jpg,645,800,14,440,585,506,665
014.jpg,645,800,15,452,463,518,543
014.jpg,645,800,16,404,661,470,741
014.jpg,645,800,17,268,436,334,516
014.jpg,645,800,18,418,444,484,524
014.jpg,645,800,19,183,391,249,471
015.jpg,645,800,1,214,322,280,402
015.jpg,645,800,2,407,286,473,366
015.jpg,645,800,3,387,375,453,455
015.jpg,645,800,4,146,377,212,457
015.jpg,645,800,5,431,484,497,564
015.jpg,645,800,6,409,594,475,674
015.jpg,645,800,7,397,639,463,719
015.jpg,645,800,8,382,661,448,741
015.jpg,645,800,9,392,653,458,733
015.jpg,645,800,10,207,550,273,630
015.jpg,645,800,11,436,540,502,620
015.jpg,645,800,12,438,538,504,618
015.jpg,645,800,13,471,523,537,603
015.jpg,645,800,14,464,590,530,670
015.jpg,645,800,15,458,474,524,554
015.jpg,645,800,16,422,676,488,756
015.jpg,645,800,17,279,447,345,527
015.jpg,645,800,18,418,446,484,526
015.jpg,645,800,19,176,385,242,465
016.jpg,645,800,1,259,292,325,372
016.jpg,645,800,2,464,245,530,325
016.jpg,645,800,3,413,345,479,425
016.jpg,645,800,4,188,363,254,443
016.jpg,645,800,5,474,458,540,538
016.jpg,645,800,6,453,562,519,642
016.jpg,645,800,7,445,612,511,692
016.jpg,645,800,8,431,627,497,707
016.jpg,645,800,9,440,623,506,703
016.jpg,645,800,10,255,549,321,629
016.jpg,645,800,11,484,503,550,583
016.jpg,645,800,12,493,506,559,586
016.jpg,645,800,13,520,469,586,549
016.jpg,645,800,14,515,548,581,628
016.jpg,645,800,15,496,424,562,504
016.jpg,645,800,16,465,632,531,712
016.jpg,645,800,17,315,418,381,498
016.jpg,645,800,18,469,409,535,489
016.jpg,645,800,19,207,402,273,482
017.jpg,645,800,1,235,302,301,382
017.jpg,645,800,2,428,284,494,364
017.jpg,645,800,3,386,366,452,446
017.jpg,645,800,4,164,364,230,444
017.jpg,645,800,5,435,486,501,566
017.jpg,645,800,6,447,592,513,672
017.jpg,645,800,7,437,649,503,729
017.jpg,645,800,8,419,672,485,752
017.jpg,645,800,9,430,663,496,743
017.jpg,645,800,10,201,557,267,637
017.jpg,645,800,11,461,537,527,617
017.jpg,645,800,12,448,546,514,626
017.jpg,645,800,13,497,517,563,597
017.jpg,645,800,14,505,588,571,668
017.jpg,645,800,15,477,475,543,555
017.jpg,645,800,16,457,672,523,752
017.jpg,645,800,17,285,442,351,522
017.jpg,645,800,18,422,461,488,541
017.jpg,645,800,19,183,380,249,460
018.jpg,645,800,1,245,332,311,412
018.jpg,645,800,2,436,305,502,385
018.jpg,645,800,3,403,391,469,471
018.jpg,645,800,4,174,387,240,467
018.jpg,645,800,5,426,486,492,566
018.jpg,645,800,6,400,586,466,666
018.jpg,645,800,7,383,624,449,704
018.jpg,645,800,8,365,636,431,716
018.jpg,645,800,9,375,633,441,713
018.jpg,645,800,10,203,539,269,619
018.jpg,645,800,11,432,546,498,626
018.jpg,645,800,12,444,560,510,640
018.jpg,645,800,13,480,535,546,615
018.jpg,645,800,14,462,578,528,658
018.jpg,645,800,15,468,489,534,569
018.jpg,645,800,16,411,648,477,728
018.jpg,645,800,17,296,459,362,539
018.jpg,645,800,18,434,469,500,549
018.jpg,645,800,19,197,419,263,499
019.jpg,645,800,1,226,316,292,396
019.jpg,645,800,2,417,278,483,358
019.jpg,645,800,3,380,376,446,456
019.jpg,645,800,4,165,382,231,462
019.jpg,645,800,5,410,456,476,536
019.jpg,645,800,6,403,560,469,640
019.jpg,645,800,7,406,584,472,664
019.jpg,645,800,8,396,604,462,684
019.jpg,645,800,9,402,595,468,675
019.jpg,645,800,10,212,539,278,619
019.jpg,645,800,11,404,495,470,575
019.jpg,645,800,12,429,518,495,598
019.jpg,645,800,13,472,490,538,570
019.jpg,645,800,14,457,536,523,616
019.jpg,645,800,15,459,453,525,533
019.jpg,645,800,16,432,613,498,693
019.jpg,645,800,17,287,439,353,519
019.jpg,645,800,18,427,433,493,513
019.jpg,645,800,19,192,417,258,497
020.jpg,645,800,1,221,333,287,413
020.jpg,645,800,2,411,301,477,381
020.jpg,645,800,3,380,382,446,462
020.jpg,645,800,4,156,389,222,469
020.jpg,645,800,5,411,480,477,560
020.jpg,645,800,6,407,579,473,659
020.jpg,645,800,7,404,618,470,698
020.jpg,645,800,8,384,639,450,719
020.jpg,645,800,9,398,631,464,711
020.jpg,645,800,10,198,554,264,634
020.jpg,645,800,11,422,532,488,612
020.jpg,645,800,12,440,537,506,617
020.jpg,645,800,13,461,506,527,586
020.jpg,645,800,14,458,574,524,654
020.jpg,645,800,15,440,473,506,553
020.jpg,645,800,16,422,640,488,720
020.jpg,645,800,17,276,459,342,539
020.jpg,645,800,18,422,465,488,545
020.jpg,645,800,19,178,410,244,490
021.jpg,645,800,1,239,323,305,403
021.jpg,645,800,2,442,305,508,385
021.jpg,645,800,3,385,396,451,476
021.jpg,645,800,4,159,376,225,456
021.jpg,645,800,5,390,489,456,569
021.jpg,645,800,6,365,621,431,701
021.jpg,645,800,7,362,668,428,748
021.jpg,645,800,8,339,695,405,775
021.jpg,645,800,9,359,689,425,769
021.jpg,645,800,10,190,564,256,644
021.jpg,645,800,11,399,570,465,650
021.jpg,645,800,12,403,561,469,641
021.jpg,645,800,13,459,545,525,625
021.jpg,645,800,14,436,608,502,688
021.jpg,645,800,15,449,504,515,584
021.jpg,645,800,16,391,700,457,780
021.jpg,645,800,17,267,462,333,542
021.jpg,645,800,18,412,477,478,557
021.jpg,645,800,19,181,415,247,495
022.jpg,645,800,1,248,306,314,386
022.jpg,645,800,2,456,288,522,368
022.jpg,645,800,3,409,373,475,453
022.jpg,645,800,4,170,369,236,449
022.jpg,645,800,5,450,453,516,533
022.jpg,645,800,6,448,562,514,642
022.jpg,645,800,7,445,598,511,678
022.jpg,645,800,8,430,623,496,703
022.jpg,645,800,9,441,613,507,693
022.jpg,645,800,10,239,550,305,630
022.jpg,645,800,11,454,512,520,592
022.jpg,645,800,12,466,518,532,598
022.jpg,645,800,13,506,505,572,585
022.jpg,645,800,14,495,553,561,633
022.jpg,645,800,15,484,454,550,534
022.jpg,645,800,16,467,624,533,704
022.jpg,645,800,17,296,435,362,515
022.jpg,645,800,18,451,440,517,520
022.jpg,645,800,19,191,398,257,478
023.jpg,645,800,1,255,305,321,385
023.jpg,645,800,2,469,333,535,413
023.jpg,645,800,3,421,393,487,473
023.jpg,645,800,4,176,367,242,447
023.jpg,645,800,5,460,514,526,594
023.jpg,645,800,6,484,628,550,708
023.jpg,645,800,7,484,689,550,769
023.jpg,645,800,8,459,711,525,791
023.jpg,645,800,9,476,704,542,784
023.jpg,645,800,10,259,562,325,642
023.jpg,645,800,11,495,563,561,643
023.jpg,645,800,12,453,574,519,654
023.jpg,645,800,13,511,548,577,628
023.jpg,645,800,14,537,600,603,680
023.jpg,645,800,15,493,515,559,595
023.jpg,645,800,16,513,710,579,790
023.jpg,645,800,17,300,461,366,541
023.jpg,645,800,18,456,494,522,574
023.jpg,645,800,19,208,399,274,479
024.jpg,645,800,1,239,317,305,397
024.jpg,645,800,2,441,301,507,381
024.jpg,645,800,3,401,386,467,466
024.jpg,645,800,4,169,378,235,458
024.jpg,645,800,5,428,480,494,560
024.jpg,645,800,6,408,589,474,669
024.jpg,645,800,7,411,621,477,701
024.jpg,645,800,8,390,646,456,726
024.jpg,645,800,9,403,638,469,718
024.jpg,645,800,10,219,542,285,622
024.jpg,645,800,11,435,540,501,620
024.jpg,645,800,12,443,547,509,627
024.jpg,645,800,13,486,509,552,589
024.jpg,645,800,14,469,582,535,662
024.jpg,645,800,15,452,479,518,559
024.jpg,645,800,16,434,650,500,730
024.jpg,645,800,17,288,445,354,525
024.jpg,645,800,18,440,458,506,538
024.jpg,645,800,19,190,396,256,476
025.jpg,645,800,1,232,291,298,371
025.jpg,645,800,2,423,311,489,391
025.jpg,645,800,3,377,402,443,482
025.jpg,645,800,4,166,356,232,436
025.jpg,645,800,5,387,503,453,583
025.jpg,645,800,6,349,624,415,704
025.jpg,645,800,7,339,649,405,729
025.jpg,645,800,8,315,668,381,748
025.jpg,645,800,9,329,661,395,741
025.jpg,645,800,10,183,548,249,628
025.jpg,645,800,11,389,576,455,656
025.jpg,645,800,12,391,573,457,653
025.jpg,645,800,13,458,551,524,631
025.jpg,645,800,14,426,630,492,710
025.jpg,645,800,15,440,513,506,593
025.jpg,645,800,16,369,690,435,770
025.jpg,645,800,17,253,451,319,531
025.jpg,645,800,18,402,490,468,570
025.jpg,645,800,19,181,396,247,476
026.jpg,645,800,1,248,316,314,396
026.jpg,645,800,2,453,297,519,377
026.jpg,645,800,3,411,388,477,468
026.jpg,645,800,4,171,380,237,460
026.jpg,645,800,5,453,482,519,562
026.jpg,645,800,6,475,601,541,681
026.jpg,645,800,7,468,654,534,734
026.jpg,645,800,8,445,674,511,754
026.jpg,645,800,9,460,668,526,748
026.jpg,645,800,10,243,551,309,631
026.jpg,645,800,11,482,546,548,626
026.jpg,645,800,12,480,545,546,625
026.jpg,645,800,13,510,519,576,599
026.jpg,645,800,14,531,582,597,662
026.jpg,645,800,15,490,476,556,556
026.jpg,645,800,16,497,672,563,752
026.jpg,645,800,17,305,460,371,540
026.jpg,645,800,18,464,456,530,536
026.jpg,645,800,19,201,398,267,478
027.jpg,645,800,1,237,318,303,398
027.jpg,645,800,2,436,287,502,367
027.jpg,645,800,3,391,379,457,459
027.jpg,645,800,4,175,384,241,464
027.jpg,645,800,5,441,445,507,525
027.jpg,645,800,6,438,562,504,642
027.jpg,645,800,7,437,611,503,691
027.jpg,645,800,8,423,628,489,708
027.jpg,645,800,9,432,621,498,701
027.jpg,645,800,10,213,543,279,623
027.jpg,645,800,11,464,519,530,599
027.jpg,645,800,12,473,522,539,602
027.jpg,645,800,13,501,511,567,591
027.jpg,645,800,14,492,569,558,649
027.jpg,645,800,15,481,459,547,539
027.jpg,645,800,16,465,635,531,715
027.jpg,645,800,17,304,432,370,512
027.jpg,645,800,18,451,439,517,519
027.jpg,645,800,19,191,404,257,484
028.jpg,645,800,1,252,313,318,393
028.jpg,645,800,2,456,304,522,384
028.jpg,645,800,3,410,365,476,445
028.jpg,645,800,4,177,379,243,459
028.jpg,645,800,5,449,459,515,539
028.jpg,645,800,6,450,568,516,648
028.jpg,645,800,7,449,610,515,690
028.jpg,645,800,8,431,628,497,708
028.jpg,645,800,9,443,622,509,702
028.jpg,645,800,10,230,534,296,614
028.jpg,645,800,11,467,521,533,601
028.jpg,645,800,12,473,524,539,604
028.jpg,645,800,13,510,501,576,581
028.jpg,645,800,14,507,564,573,644
028.jpg,645,800,15,494,464,560,544
028.jpg,645,800,16,473,635,539,715
028.jpg,645,800,17,308,434,374,514
028.jpg,645,800,18,462,453,528,533
028.jpg,645,800,19,203,406,269,486
029.jpg,645,800,1,222,306,288,386
029.jpg,645,800,2,432,283,498,363
029.jpg,645,800,3,379,368,445,448
029.jpg,645,800,4,182,363,248,443
029.jpg,645,800,5,437,469,503,549
029.jpg,645,800,6,439,584,505,664
029.jpg,645,800,7,428,638,494,718
029.jpg,645,800,8,404,659,470,739
029.jpg,645,800,9,420,653,486,733
029.jpg,645,800,10,207,555,273,635
029.jpg,645,800,11,459,533,525,613
029.jpg,645,800,12,467,536,533,616
029.jpg,645,800,13,496,492,562,572
029.jpg,645,800,14,501,571,567,651
029.jpg,645,800,15,471,456,537,536
029.jpg,645,800,16,447,651,513,731
029.jpg,645,800,17,291,444,357,524
029.jpg,645,800,18,435,438,501,518
029.jpg,645,800,19,187,414,253,494
030.jpg,645,800,1,241,312,307,392
030.jpg,645,800,2,415,295,481,375
030.jpg,645,800,3,382,382,448,462
030.jpg,645,800,4,166,380,232,460
030.jpg,645,800,5,404,493,470,573
030.jpg,645,800,6,397,612,463,692
030.jpg,645,800,7,390,675,456,755
030.jpg,645,800,8,372,689,438,769
030.jpg,645,800,9,384,685,450,765
030.jpg,645,800,10,210,563,276,643
030.jpg,645,800,11,437,560,503,640
030.jpg,645,800,12,442,563,508,643
030.jpg,645,800,13,475,526,541,606
030.jpg,645,800,14,472,599,538,679
030.jpg,645,800,15,453,485,519,565
030.jpg,645,800,16,430,671,496,751
030.jpg,645,800,17,282,460,348,540
030.jpg,645,800,18,405,467,471,547
030.jpg,645,800,19,191,410,257,490
031.jpg,645,800,1,234,314,300,394
031.jpg,645,800,2,427,291,493,371
031.jpg,645,800,3,382,376,448,456
031.jpg,645,800,4,155,368,221,448
031.jpg,645,800,5,450,458,516,538
031.jpg,645,800,6,448,557,514,637
031.jpg,645,800,7,459,591,525,671
031.jpg,645,800,8,443,614,509,694
031.jpg,645,800,9,455,607,521,687
031.jpg,645,800,10,239,538,305,618
031.jpg,645,800,11,458,507,524,587
031.jpg,645,800,12,470,510,536,590
031.jpg,645,800,13,504,488,570,568
031.jpg,645,800,14,502,539,568,619
031.jpg,645,800,15,486,453,552,533
031.jpg,645,800,16,487,610,553,690
031.jpg,645,800,17,305,450,371,530
031.jpg,645,800,18,440,442,506,522
031.jpg,645,800,19,184,388,250,468
032.jpg,645,800,1,218,296,284,376
032.jpg,645,800,2,402,251,468,331
032.jpg,645,800,3,368,338,434,418
032.jpg,645,800,4,147,361,213,441
032.jpg,645,800,5,418,432,484,512
032.jpg,645,800,6,404,535,470,615
032.jpg,645,800,7,404,596,470,676
032.jpg,645,800,8,388,615,454,695
032.jpg,645,800,9,401,610,467,690
032.jpg,645,800,10,203,510,269,590
032.jpg,645,800,11,422,476,488,556
032.jpg,645,800,12,430,479,496,559
032.jpg,645,800,13,483,463,549,543
032.jpg,645,800,14,482,543,548,623
032.jpg,645,800,15,452,416,518,496
032.jpg,645,800,16,430,618,496,698
032.jpg,645,800,17,275,402,341,482
032.jpg,645,800,18,415,391,481,471
032.jpg,645,800,19,174,383,240,463
033.jpg,645,800,1,240,321,306,401
033.jpg,645,800,2,452,328,518,408
033.jpg,645,800,3,394,405,460,485
033.jpg,645,800,4,154,370,220,450
033.jpg,645,800,5,420,501,486,581
033.jpg,645,800,6,424,620,490,700
033.jpg,645,800,7,436,659,502,739
033.jpg,645,800,8,414,680,480,760
033.jpg,645,800,9,429,674,495,754
033.jpg,645,800,10,204,575,270,655
033.jpg,645,800,11,437,561,503,641
033.jpg,645,800,12,429,565,495,645
033.jpg,645,800,13,489,554,555,634
033.jpg,645,800,14,489,612,555,692
033.jpg,645,800,15,466,516,532,596
033.jpg,645,800,16,456,690,522,770
033.jpg,645,800,17,282,470,348,550
033.jpg,645,800,18,431,494,497,574
033.jpg,645,800,19,168,394,234,474
034.jpg,645,800,1,239,315,305,395
034.jpg,645,800,2,425,280,491,360
034.jpg,645,800,3,398,364,464,444
034.jpg,645,800,4,172,389,238,469
034.jpg,645,800,5,452,456,518,536
034.jpg,645,800,6,458,559,524,639
034.jpg,645,800,7,465,604,531,684
034.jpg,645,800,8,447,628,513,708
034.jpg,645,800,9,459,620,525,700
034.jpg,645,800,10,243,554,309,634
034.jpg,645,800,11,468,509,534,589
034.jpg,645,800,12,473,509,539,589
034.jpg,645,800,13,507,482,573,562
034.jpg,645,800,14,513,526,579,606
034.jpg,645,800,15,483,442,549,522
034.jpg,645,800,16,474,632,540,712
034.jpg,645,800,17,300,443,366,523
034.jpg,645,800,18,450,432,516,512
034.jpg,645,800,19,197,425,263,505
035.jpg,645,800,1,222,295,288,375
035.jpg,645,800,2,414,276,480,356
035.jpg,645,800,3,367,366,433,446
035.jpg,645,800,4,164,365,230,445
035.jpg,645,800,5,401,447,467,527
035.jpg,645,800,6,407,566,473,646
035.jpg,645,800,7,408,595,474,675
035.jpg,645,800,8,387,616,453,696
035.jpg,645,800,9,401,611,467,691
035.jpg,645,800,10,213,524,279,604
035.jpg,645,800,11,419,506,485,586
035.jpg,645,800,12,413,508,479,588
035.jpg,645,800,13,456,477,522,557
035.jpg,645,800,14,453,543,519,623
035.jpg,645,800,15,437,446,503,526
035.jpg,645,800,16,434,625,500,705
035.jpg,645,800,17,279,421,345,501
035.jpg,645,800,18,415,432,481,512
035.jpg,645,800,19,187,381,253,461
036.jpg,645,800,1,216,300,282,380
036.jpg,645,800,2,408,294,474,374
036.jpg,645,800,3,361,383,427,463
036.jpg,645,800,4,138,360,204,440
036.jpg,645,800,5,382,465,448,545
036.jpg,645,800,6,386,591,452,671
036.jpg,645,800,7,386,636,452,716
036.jpg,645,800,8,368,652,434,732
036.jpg,645,800,9,380,647,446,727
036.jpg,645,800,10,175,541,241,621
036.jpg,645,800,11,398,540,464,620
036.jpg,645,800,12,400,537,466,617
036.jpg,645,800,13,438,505,504,585
036.jpg,645,800,14,429,569,495,649
036.jpg,645,800,15,424,470,490,550
036.jpg,645,800,16,409,658,475,738
036.jpg,645,800,17,259,433,325,513
036.jpg,645,800,18,399,457,465,537
036.jpg,645,800,19,157,373,223,453
037.jpg,645,800,1,236,301,302,381
037.jpg,645,800,2,431,310,497,390
037.jpg,645,800,3,378,393,444,473
037.jpg,645,800,4,160,360,226,440
037.jpg,645,800,5,406,490,472,570
037.jpg,645,800,6,432,609,498,689
037.jpg,645,800,7,430,674,496,754
037.jpg,645,800,8,414,689,480,769
037.jpg,645,800,9,425,684,491,764
037.jpg,645,800,10,212,563,278,643
037.jpg,645,800,11,446,556,512,636
037.jpg,645,800,12,424,565,490,645
037.jpg,645,800,13,464,540,530,620
